Date ,Close ,Delta,Delta Base,Tag
24-Jan-24,18593.7, 233 , 733 ,Nifty Auto
24-Jan-24,17763.7," 5,309 "," 5,809 ",Nifty Pharma
24-Jan-24,23111.6," 1,554 "," 2,054 ",Nifty Private Bank
24-Jan-24,10215," 2,863 "," 3,363 ",Nifty Oil & Gas
24-Jan-24,7708.65," 2,005 "," 2,505 ",Nifty Metal
24-Jan-24,2130.65,446, 946 ,Nifty Media
24-Jan-24,37090.15," 10,077 "," 10,577 ",Nifty IT
24-Jan-24,11241.7," 3,358 "," 3,858 ",Nifty Healthcare
24-Jan-24,55858.7," 8,916 "," 9,416 ",Nifty FMCG
24-Jan-24,34895.1," 11,688 "," 12,188 ",Nifty Energy
24-Jan-24,31208.8," 6,650 "," 7,150 ",Nifty Con Durable
24-Jan-24,45082.4,2446.65," 2,947 ",Nifty Bank
24-Jan-24,5922.25," 1,938 "," 2,438 ",Nifty PSU Banks
25-Jan-24,823.55, 396 , 896 ,Nifty Realty
25-Jan-24,20099.4," 1,106 "," 1,606 ",Nifty Financial Services
25-Jan-24,18614.9, 21 , 521 ,Nifty Auto
25-Jan-24,17532.55," 5,078 "," 5,578 ",Nifty Pharma
25-Jan-24,23051.1," 1,494 "," 1,994 ",Nifty Private Bank
25-Jan-24,10183.3," 2,831 "," 3,331 ",Nifty Oil & Gas
25-Jan-24,7719.65," 2,016 "," 2,516 ",Nifty Metal
25-Jan-24,2134.6,450, 950 ,Nifty Media
25-Jan-24,36496.2," 9,483 "," 9,983 ",Nifty IT
25-Jan-24,11099.5," 3,215 "," 3,715 ",Nifty Healthcare
25-Jan-24,55214.1," 8,271 "," 8,771 ",Nifty FMCG
25-Jan-24,35203.85," 11,996 "," 12,496 ",Nifty Energy
25-Jan-24,31048.7," 6,490 "," 6,990 ",Nifty Con Durable
25-Jan-24,44866.15,2230.4," 2,730 ",Nifty Bank
25-Jan-24,5929.7," 1,946 "," 2,446 ",Nifty PSU Banks
29-Jan-24,833.9, 406 , 906 ,Nifty Realty
29-Jan-24,20413.35," 1,420 "," 1,920 ",Nifty Financial Services
29-Jan-24,18927.25, 312 , 812 ,Nifty Auto
29-Jan-24,17623.6," 5,169 "," 5,669 ",Nifty Pharma
29-Jan-24,23403," 1,846 "," 2,346 ",Nifty Private Bank
29-Jan-24,10710.4," 3,358 "," 3,858 ",Nifty Oil & Gas
29-Jan-24,7843.75," 2,140 "," 2,640 ",Nifty Metal
29-Jan-24,2134.7,450, 950 ,Nifty Media
29-Jan-24,36531.9," 9,518 "," 10,018 ",Nifty IT
29-Jan-24,11167.4," 3,283 "," 3,783 ",Nifty Healthcare
29-Jan-24,55139.1," 8,196 "," 8,696 ",Nifty FMCG
29-Jan-24,37024.75," 13,817 "," 14,317 ",Nifty Energy
29-Jan-24,31582," 7,023 "," 7,523 ",Nifty Con Durable
29-Jan-24,45442.35,2806.6," 3,307 ",Nifty Bank
29-Jan-24,6073.9," 2,090 "," 2,590 ",Nifty PSU Banks
30-Jan-24,837.1, 409 , 909 ,Nifty Realty
30-Jan-24,20285.5," 1,293 "," 1,793 ",Nifty Financial Services
30-Jan-24,18878.35, (49), 451 ,Nifty Auto
30-Jan-24,17470.15," 5,016 "," 5,516 ",Nifty Pharma
30-Jan-24,23324.95," 1,768 "," 2,268 ",Nifty Private Bank
30-Jan-24,10656.35," 3,304 "," 3,804 ",Nifty Oil & Gas
30-Jan-24,7864," 2,161 "," 2,661 ",Nifty Metal
30-Jan-24,2143.45,459, 959 ,Nifty Media
30-Jan-24,36381.95," 9,368 "," 9,868 ",Nifty IT
30-Jan-24,11105.5," 3,221 "," 3,721 ",Nifty Healthcare
30-Jan-24,54574.35," 7,631 "," 8,131 ",Nifty FMCG
30-Jan-24,36398.8," 13,191 "," 13,691 ",Nifty Energy
30-Jan-24,31074.65," 6,516 "," 7,016 ",Nifty Con Durable
30-Jan-24,45367.75,2732," 3,232 ",Nifty Bank
30-Jan-24,6132.45," 2,148 "," 2,648 ",Nifty PSU Banks
31-Jan-24,856.2, 428 , 928 ,Nifty Realty
31-Jan-24,20497.5," 1,505 "," 2,005 ",Nifty Financial Services
31-Jan-24,19227.15, 349 , 849 ,Nifty Auto
31-Jan-24,17938.65," 5,484 "," 5,984 ",Nifty Pharma
31-Jan-24,23594.45," 2,037 "," 2,537 ",Nifty Private Bank
31-Jan-24,10728.65," 3,376 "," 3,876 ",Nifty Oil & Gas
31-Jan-24,7973.1," 2,270 "," 2,770 ",Nifty Metal
31-Jan-24,2151,467, 967 ,Nifty Media
31-Jan-24,36638.4," 9,625 "," 10,125 ",Nifty IT
31-Jan-24,11421.85," 3,538 "," 4,038 ",Nifty Healthcare
31-Jan-24,55071.4," 8,128 "," 8,628 ",Nifty FMCG
31-Jan-24,36748," 13,541 "," 14,041 ",Nifty Energy
31-Jan-24,31471.65," 6,913 "," 7,413 ",Nifty Con Durable
31-Jan-24,45996.8,3361.05," 3,861 ",Nifty Bank
31-Jan-24,6271.65," 2,287 "," 2,787 ",Nifty PSU Banks
01-Feb-24,848.15, 420 , 920 ,Nifty Realty
01-Feb-24,20516.65," 1,524 "," 2,024 ",Nifty Financial Services
01-Feb-24,19328.7, 102 , 602 ,Nifty Auto
01-Feb-24,17839.2," 5,385 "," 5,885 ",Nifty Pharma
01-Feb-24,23623.75," 2,066 "," 2,566 ",Nifty Private Bank
01-Feb-24,10727.95," 3,376 "," 3,876 ",Nifty Oil & Gas
01-Feb-24,7891.05," 2,188 "," 2,688 ",Nifty Metal
01-Feb-24,2127.6,443, 943 ,Nifty Media
01-Feb-24,36534.55," 9,521 "," 10,021 ",Nifty IT
01-Feb-24,11371.5," 3,487 "," 3,987 ",Nifty Healthcare
01-Feb-24,55215.8," 8,273 "," 8,773 ",Nifty FMCG
01-Feb-24,36910.6," 13,703 "," 14,203 ",Nifty Energy
01-Feb-24,31332.3," 6,774 "," 7,274 ",Nifty Con Durable
01-Feb-24,46188.65,3552.9," 4,053 ",Nifty Bank
01-Feb-24,6466.45," 2,482 "," 2,982 ",Nifty PSU Banks
02-Feb-24,856.2, 428 , 928 ,Nifty Realty
02-Feb-24,20434.05," 1,441 "," 1,941 ",Nifty Financial Services
02-Feb-24,19380.5, 52 , 552 ,Nifty Auto
02-Feb-24,17972.1," 5,518 "," 6,018 ",Nifty Pharma
02-Feb-24,23453.5," 1,896 "," 2,396 ",Nifty Private Bank
02-Feb-24,11111.5," 3,759 "," 4,259 ",Nifty Oil & Gas
02-Feb-24,8078.25," 2,375 "," 2,875 ",Nifty Metal
02-Feb-24,2129.05,445, 945 ,Nifty Media
02-Feb-24,37323.25," 10,310 "," 10,810 ",Nifty IT
02-Feb-24,11392.55," 3,508 "," 4,008 ",Nifty Healthcare
02-Feb-24,55118.4," 8,175 "," 8,675 ",Nifty FMCG
02-Feb-24,38077.7," 14,870 "," 15,370 ",Nifty Energy
02-Feb-24,31430.5," 6,872 "," 7,372 ",Nifty Con Durable
02-Feb-24,45970.95,3335.2," 3,835 ",Nifty Bank
02-Feb-24,6609.75," 2,626 "," 3,126 ",Nifty PSU Banks
05-Feb-24,862.75, 435 , 935 ,Nifty Realty
05-Feb-24,20315.85," 1,323 "," 1,823 ",Nifty Financial Services
05-Feb-24,19615.3, 235 , 735 ,Nifty Auto
05-Feb-24,18292.95," 5,839 "," 6,339 ",Nifty Pharma
05-Feb-24,23419.8," 1,862 "," 2,362 ",Nifty Private Bank
05-Feb-24,11271.4," 3,919 "," 4,419 ",Nifty Oil & Gas
05-Feb-24,8109.55," 2,406 "," 2,906 ",Nifty Metal
05-Feb-24,2124.2,440, 940 ,Nifty Media
05-Feb-24,37162.15," 10,149 "," 10,649 ",Nifty IT
05-Feb-24,11566.95," 3,683 "," 4,183 ",Nifty Healthcare
05-Feb-24,54698.4," 7,755 "," 8,255 ",Nifty FMCG
05-Feb-24,38481.3," 15,274 "," 15,774 ",Nifty Energy
05-Feb-24,31056.1," 6,497 "," 6,997 ",Nifty Con Durable
05-Feb-24,45825.55,3189.8," 3,690 ",Nifty Bank
05-Feb-24,6582," 2,598 "," 3,098 ",Nifty PSU Banks
06-Feb-24,866.25, 438 , 938 ,Nifty Realty
06-Feb-24,20365.5," 1,373 "," 1,873 ",Nifty Financial Services
06-Feb-24,19903.85, 289 , 789 ,Nifty Auto
06-Feb-24,18488.05," 6,034 "," 6,534 ",Nifty Pharma
06-Feb-24,23305.7," 1,748 "," 2,248 ",Nifty Private Bank
06-Feb-24,11572.05," 4,220 "," 4,720 ",Nifty Oil & Gas
06-Feb-24,8238.25," 2,535 "," 3,035 ",Nifty Metal
06-Feb-24,2129.25,445, 945 ,Nifty Media
06-Feb-24,38246.3," 11,233 "," 11,733 ",Nifty IT
06-Feb-24,11704.9," 3,821 "," 4,321 ",Nifty Healthcare
06-Feb-24,54608.8," 7,666 "," 8,166 ",Nifty FMCG
06-Feb-24,38721.4," 15,514 "," 16,014 ",Nifty Energy
06-Feb-24,31066.4," 6,508 "," 7,008 ",Nifty Con Durable
06-Feb-24,45690.8,3055.05," 3,555 ",Nifty Bank
06-Feb-24,6556.3," 2,572 "," 3,072 ",Nifty PSU Banks
07-Feb-24,882.15, 454 , 954 ,Nifty Realty
07-Feb-24,20443.65," 1,451 "," 1,951 ",Nifty Financial Services
07-Feb-24,19903.8, (0), 500 ,Nifty Auto
07-Feb-24,18564.85," 6,111 "," 6,611 ",Nifty Pharma
07-Feb-24,23288.7," 1,731 "," 2,231 ",Nifty Private Bank
07-Feb-24,11596.8," 4,244 "," 4,744 ",Nifty Oil & Gas
07-Feb-24,8276.65," 2,573 "," 3,073 ",Nifty Metal
07-Feb-24,2154.8,471, 971 ,Nifty Media
07-Feb-24,37767.75," 10,754 "," 11,254 ",Nifty IT
07-Feb-24,11769.35," 3,885 "," 4,385 ",Nifty Healthcare
07-Feb-24,54772.6," 7,830 "," 8,330 ",Nifty FMCG
07-Feb-24,38945.5," 15,738 "," 16,238 ",Nifty Energy
07-Feb-24,31148.55," 6,590 "," 7,090 ",Nifty Con Durable
07-Feb-24,45818.5,3182.75," 3,683 ",Nifty Bank
07-Feb-24,6743.8," 2,760 "," 3,260 ",Nifty PSU Banks
08-Feb-24,876.05, 448 , 948 ,Nifty Realty
08-Feb-24,20064.7," 1,072 "," 1,572 ",Nifty Financial Services
08-Feb-24,19649.5, (254), 246 ,Nifty Auto
08-Feb-24,18520.3," 6,066 "," 6,566 ",Nifty Pharma
08-Feb-24,22684.45," 1,127 "," 1,627 ",Nifty Private Bank
08-Feb-24,11704.3," 4,352 "," 4,852 ",Nifty Oil & Gas
08-Feb-24,8221.85," 2,519 "," 3,019 ",Nifty Metal
08-Feb-24,2197.6,513," 1,013 ",Nifty Media
08-Feb-24,37851.6," 10,838 "," 11,338 ",Nifty IT
08-Feb-24,11785.15," 3,901 "," 4,401 ",Nifty Healthcare
08-Feb-24,53646.2," 6,703 "," 7,203 ",Nifty FMCG
08-Feb-24,39354.35," 16,147 "," 16,647 ",Nifty Energy
08-Feb-24,30958.55," 6,400 "," 6,900 ",Nifty Con Durable
08-Feb-24,45012,2376.25," 2,876 ",Nifty Bank
08-Feb-24,6878.5," 2,894 "," 3,394 ",Nifty PSU Banks
09-Feb-24,875.95, 448 , 948 ,Nifty Realty
09-Feb-24,20203.3," 1,210 "," 1,710 ",Nifty Financial Services
09-Feb-24,19576, (74), 427 ,Nifty Auto
09-Feb-24,18617.1," 6,163 "," 6,663 ",Nifty Pharma
09-Feb-24,22913.8," 1,356 "," 1,856 ",Nifty Private Bank
09-Feb-24,11541.4," 4,189 "," 4,689 ",Nifty Oil & Gas
09-Feb-24,8095.6," 2,392 "," 2,892 ",Nifty Metal
09-Feb-24,2191.8,508," 1,008 ",Nifty Media
09-Feb-24,37699.25," 10,686 "," 11,186 ",Nifty IT
09-Feb-24,11898.25," 4,014 "," 4,514 ",Nifty Healthcare
09-Feb-24,53867.1," 6,924 "," 7,424 ",Nifty FMCG
09-Feb-24,39037.65," 15,830 "," 16,330 ",Nifty Energy
09-Feb-24,31028.95," 6,470 "," 6,970 ",Nifty Con Durable
09-Feb-24,45634.55,2998.8," 3,499 ",Nifty Bank
09-Feb-24,6944.95," 2,961 "," 3,461 ",Nifty PSU Banks
12-Feb-24,849.95, 422 , 922 ,Nifty Realty
12-Feb-24,19918.5, 926 ," 1,426 ",Nifty Financial Services
12-Feb-24,19419.6, (156), 344 ,Nifty Auto
12-Feb-24,18669.55," 6,215 "," 6,715 ",Nifty Pharma
12-Feb-24,22532.7, 975 ," 1,475 ",Nifty Private Bank
12-Feb-24,11239.05," 3,887 "," 4,387 ",Nifty Oil & Gas
12-Feb-24,7901.65," 2,198 "," 2,698 ",Nifty Metal
12-Feb-24,2094.05,410, 910 ,Nifty Media
12-Feb-24,37998," 10,984 "," 11,484 ",Nifty IT
12-Feb-24,11962.85," 4,079 "," 4,579 ",Nifty Healthcare
12-Feb-24,53292.95," 6,350 "," 6,850 ",Nifty FMCG
12-Feb-24,38097.1," 14,890 "," 15,390 ",Nifty Energy
12-Feb-24,30756.2," 6,197 "," 6,697 ",Nifty Con Durable
12-Feb-24,44882.25,2246.5," 2,747 ",Nifty Bank
12-Feb-24,6637.05," 2,653 "," 3,153 ",Nifty PSU Banks
13-Feb-24,850.4, 422 , 922 ,Nifty Realty
13-Feb-24,20190.5," 1,198 "," 1,698 ",Nifty Financial Services
13-Feb-24,19433.05, 13 , 513 ,Nifty Auto
13-Feb-24,18753.95," 6,300 "," 6,800 ",Nifty Pharma
13-Feb-24,22866.85," 1,310 "," 1,810 ",Nifty Private Bank
13-Feb-24,11289.65," 3,937 "," 4,437 ",Nifty Oil & Gas
13-Feb-24,7737.85," 2,035 "," 2,535 ",Nifty Metal
13-Feb-24,2093.4,409, 909 ,Nifty Media
13-Feb-24,38204," 11,190 "," 11,690 ",Nifty IT
13-Feb-24,12063.95," 4,180 "," 4,680 ",Nifty Healthcare
13-Feb-24,53432.05," 6,489 "," 6,989 ",Nifty FMCG
13-Feb-24,38394.3," 15,187 "," 15,687 ",Nifty Energy
13-Feb-24,30959.7," 6,401 "," 6,901 ",Nifty Con Durable
13-Feb-24,45502.4,2866.65," 3,367 ",Nifty Bank
13-Feb-24,6716.55," 2,732 "," 3,232 ",Nifty PSU Banks
14-Feb-24,861, 433 , 933 ,Nifty Realty
14-Feb-24,20325.55," 1,333 "," 1,833 ",Nifty Financial Services
14-Feb-24,19716, 283 , 783 ,Nifty Auto
14-Feb-24,18584.35," 6,130 "," 6,630 ",Nifty Pharma
14-Feb-24,22983.2," 1,426 "," 1,926 ",Nifty Private Bank
14-Feb-24,11639.85," 4,287 "," 4,787 ",Nifty Oil & Gas
14-Feb-24,7874.8," 2,172 "," 2,672 ",Nifty Metal
14-Feb-24,2146,462, 962 ,Nifty Media
14-Feb-24,37775.4," 10,762 "," 11,262 ",Nifty IT
14-Feb-24,11951.1," 4,067 "," 4,567 ",Nifty Healthcare
14-Feb-24,53839.05," 6,896 "," 7,396 ",Nifty FMCG
14-Feb-24,39253.5," 16,046 "," 16,546 ",Nifty Energy
14-Feb-24,31115.9," 6,557 "," 7,057 ",Nifty Con Durable
14-Feb-24,45908.3,3272.55," 3,773 ",Nifty Bank
14-Feb-24,6934.15," 2,950 "," 3,450 ",Nifty PSU Banks
15-Feb-24,869.4, 441 , 941 ,Nifty Realty
15-Feb-24,20416.15," 1,423 "," 1,923 ",Nifty Financial Services
15-Feb-24,19981.7, 266 , 766 ,Nifty Auto
15-Feb-24,18567.7," 6,113 "," 6,613 ",Nifty Pharma
15-Feb-24,23054.3," 1,497 "," 1,997 ",Nifty Private Bank
15-Feb-24,11926.4," 4,574 "," 5,074 ",Nifty Oil & Gas
15-Feb-24,7910.6," 2,207 "," 2,707 ",Nifty Metal
15-Feb-24,2143.65,459, 959 ,Nifty Media
15-Feb-24,37999.55," 10,986 "," 11,486 ",Nifty IT
15-Feb-24,11905.3," 4,021 "," 4,521 ",Nifty Healthcare
15-Feb-24,53321.35," 6,378 "," 6,878 ",Nifty FMCG
15-Feb-24,39942.15," 16,735 "," 17,235 ",Nifty Energy
15-Feb-24,31277.6," 6,719 "," 7,219 ",Nifty Con Durable
15-Feb-24,46218.9,3583.15," 4,083 ",Nifty Bank
15-Feb-24,7160.8," 3,177 "," 3,677 ",Nifty PSU Banks
16-Feb-24,882.7, 455 , 955 ,Nifty Realty
16-Feb-24,20472.75," 1,480 "," 1,980 ",Nifty Financial Services
16-Feb-24,20423.45, 442 , 942 ,Nifty Auto
16-Feb-24,18870.8," 6,416 "," 6,916 ",Nifty Pharma
16-Feb-24,23240.9," 1,684 "," 2,184 ",Nifty Private Bank
16-Feb-24,11854.1," 4,502 "," 5,002 ",Nifty Oil & Gas
16-Feb-24,7976.45," 2,273 "," 2,773 ",Nifty Metal
16-Feb-24,2164.8,481, 981 ,Nifty Media
16-Feb-24,38477.05," 11,463 "," 11,963 ",Nifty IT
16-Feb-24,12039.05," 4,155 "," 4,655 ",Nifty Healthcare
16-Feb-24,53518.6," 6,576 "," 7,076 ",Nifty FMCG
16-Feb-24,39682.4," 16,475 "," 16,975 ",Nifty Energy
16-Feb-24,31437.85," 6,879 "," 7,379 ",Nifty Con Durable
16-Feb-24,46384.85,3749.1," 4,249 ",Nifty Bank
16-Feb-24,7135," 3,151 "," 3,651 ",Nifty PSU Banks
19-Feb-24,876.8, 449 , 949 ,Nifty Realty
19-Feb-24,20548.9," 1,556 "," 2,056 ",Nifty Financial Services
19-Feb-24,20481.6, 58 , 558 ,Nifty Auto
19-Feb-24,19037.7," 6,583 "," 7,083 ",Nifty Pharma
19-Feb-24,23296.5," 1,739 "," 2,239 ",Nifty Private Bank
19-Feb-24,11919.7," 4,567 "," 5,067 ",Nifty Oil & Gas
19-Feb-24,7981.25," 2,278 "," 2,778 ",Nifty Metal
19-Feb-24,2173.65,489, 989 ,Nifty Media
19-Feb-24,38363.15," 11,350 "," 11,850 ",Nifty IT
19-Feb-24,12102.4," 4,218 "," 4,718 ",Nifty Healthcare
19-Feb-24,53943.3," 7,000 "," 7,500 ",Nifty FMCG
19-Feb-24,39804.5," 16,597 "," 17,097 ",Nifty Energy
19-Feb-24,32025.15," 7,466 "," 7,966 ",Nifty Con Durable
19-Feb-24,46535.5,3899.75," 4,400 ",Nifty Bank
19-Feb-24,7101.4," 3,117 "," 3,617 ",Nifty PSU Banks
20-Feb-24,887, 459 , 959 ,Nifty Realty
20-Feb-24,20800.85," 1,808 "," 2,308 ",Nifty Financial Services
20-Feb-24,20354.25, (127), 373 ,Nifty Auto
20-Feb-24,18993," 6,539 "," 7,039 ",Nifty Pharma
20-Feb-24,23534.7," 1,977 "," 2,477 ",Nifty Private Bank
20-Feb-24,11943.35," 4,591 "," 5,091 ",Nifty Oil & Gas
20-Feb-24,7955.8," 2,253 "," 2,753 ",Nifty Metal
20-Feb-24,2223,539," 1,039 ",Nifty Media
20-Feb-24,38029.7," 11,016 "," 11,516 ",Nifty IT
20-Feb-24,12122.9," 4,239 "," 4,739 ",Nifty Healthcare
20-Feb-24,53882.5," 6,939 "," 7,439 ",Nifty FMCG
20-Feb-24,39955.15," 16,748 "," 17,248 ",Nifty Energy
20-Feb-24,31933.85," 7,375 "," 7,875 ",Nifty Con Durable
20-Feb-24,47094.2,4458.45," 4,958 ",Nifty Bank
20-Feb-24,7101.2," 3,117 "," 3,617 ",Nifty PSU Banks
21-Feb-24,904.75, 477 , 977 ,Nifty Realty
21-Feb-24,20686.75," 1,694 "," 2,194 ",Nifty Financial Services
21-Feb-24,20252.55, (102), 398 ,Nifty Auto
21-Feb-24,18916.45," 6,462 "," 6,962 ",Nifty Pharma
21-Feb-24,23445.95," 1,889 "," 2,389 ",Nifty Private Bank
21-Feb-24,11771.95," 4,420 "," 4,920 ",Nifty Oil & Gas
21-Feb-24,7976.45," 2,273 "," 2,773 ",Nifty Metal
21-Feb-24,2113.95,430, 930 ,Nifty Media
21-Feb-24,37405.9," 10,392 "," 10,892 ",Nifty IT
21-Feb-24,12070.4," 4,186 "," 4,686 ",Nifty Healthcare
21-Feb-24,53892.35," 6,949 "," 7,449 ",Nifty FMCG
21-Feb-24,39283.15," 16,076 "," 16,576 ",Nifty Energy
21-Feb-24,31849.4," 7,291 "," 7,791 ",Nifty Con Durable
21-Feb-24,47019.7,4383.95," 4,884 ",Nifty Bank
21-Feb-24,7143.75," 3,160 "," 3,660 ",Nifty PSU Banks
22-Feb-24,909.65, 482 , 982 ,Nifty Realty
22-Feb-24,20665.9," 1,673 "," 2,173 ",Nifty Financial Services
22-Feb-24,20584.85, 332 , 832 ,Nifty Auto
22-Feb-24,18969.45," 6,515 "," 7,015 ",Nifty Pharma
22-Feb-24,23430.5," 1,873 "," 2,373 ",Nifty Private Bank
22-Feb-24,11806.75," 4,454 "," 4,954 ",Nifty Oil & Gas
22-Feb-24,8069.4," 2,366 "," 2,866 ",Nifty Metal
22-Feb-24,2135.2,451, 951 ,Nifty Media
22-Feb-24,38130.15," 11,117 "," 11,617 ",Nifty IT
22-Feb-24,12121.15," 4,237 "," 4,737 ",Nifty Healthcare
22-Feb-24,54419.2," 7,476 "," 7,976 ",Nifty FMCG
22-Feb-24,39589.55," 16,382 "," 16,882 ",Nifty Energy
22-Feb-24,31889.35," 7,331 "," 7,831 ",Nifty Con Durable
22-Feb-24,46919.8,4284.05," 4,784 ",Nifty Bank
22-Feb-24,7158.6," 3,174 "," 3,674 ",Nifty PSU Banks
23-Feb-24,918.75, 491 , 991 ,Nifty Realty
23-Feb-24,20677.1," 1,684 "," 2,184 ",Nifty Financial Services
23-Feb-24,20621.35, 37 , 537 ,Nifty Auto
23-Feb-24,19048.4," 6,594 "," 7,094 ",Nifty Pharma
23-Feb-24,23430.85," 1,874 "," 2,374 ",Nifty Private Bank
23-Feb-24,11756.3," 4,404 "," 4,904 ",Nifty Oil & Gas
23-Feb-24,8047.75," 2,344 "," 2,844 ",Nifty Metal
23-Feb-24,2164.3,480, 980 ,Nifty Media
23-Feb-24,38045.65," 11,032 "," 11,532 ",Nifty IT
23-Feb-24,12159," 4,275 "," 4,775 ",Nifty Healthcare
23-Feb-24,54337.75," 7,395 "," 7,895 ",Nifty FMCG
23-Feb-24,39561.45," 16,354 "," 16,854 ",Nifty Energy
23-Feb-24,32080.4," 7,522 "," 8,022 ",Nifty Con Durable
23-Feb-24,46811.75,4176," 4,676 ",Nifty Bank
23-Feb-24,7076.05," 3,092 "," 3,592 ",Nifty PSU Banks
26-Feb-24,919.35, 491 , 991 ,Nifty Realty
26-Feb-24,20619.7," 1,627 "," 2,127 ",Nifty Financial Services
26-Feb-24,20642.4, 21 , 521 ,Nifty Auto
26-Feb-24,18956.45," 6,502 "," 7,002 ",Nifty Pharma
26-Feb-24,23317.2," 1,760 "," 2,260 ",Nifty Private Bank
26-Feb-24,11769.9," 4,418 "," 4,918 ",Nifty Oil & Gas
26-Feb-24,7971.75," 2,268 "," 2,768 ",Nifty Metal
26-Feb-24,2156.4,472, 972 ,Nifty Media
26-Feb-24,37598.65," 10,585 "," 11,085 ",Nifty IT
26-Feb-24,12056.3," 4,172 "," 4,672 ",Nifty Healthcare
26-Feb-24,54317.3," 7,374 "," 7,874 ",Nifty FMCG
26-Feb-24,39758.9," 16,552 "," 17,052 ",Nifty Energy
26-Feb-24,31795.2," 7,236 "," 7,736 ",Nifty Con Durable
26-Feb-24,46576.5,3940.75," 4,441 ",Nifty Bank
26-Feb-24,7040.65," 3,056 "," 3,556 ",Nifty PSU Banks
27-Feb-24,929.15, 501 ," 1,001 ",Nifty Realty
27-Feb-24,20552.9," 1,560 "," 2,060 ",Nifty Financial Services
27-Feb-24,20788.55, 146 , 646 ,Nifty Auto
27-Feb-24,19064.2," 6,610 "," 7,110 ",Nifty Pharma
27-Feb-24,23372.7," 1,815 "," 2,315 ",Nifty Private Bank
27-Feb-24,11684.15," 4,332 "," 4,832 ",Nifty Oil & Gas
27-Feb-24,8000.55," 2,297 "," 2,797 ",Nifty Metal
27-Feb-24,2142.8,459, 959 ,Nifty Media
27-Feb-24,37870.25," 10,857 "," 11,357 ",Nifty IT
27-Feb-24,12137.3," 4,253 "," 4,753 ",Nifty Healthcare
27-Feb-24,54306.45," 7,363 "," 7,863 ",Nifty FMCG
27-Feb-24,39659.5," 16,452 "," 16,952 ",Nifty Energy
27-Feb-24,32089," 7,530 "," 8,030 ",Nifty Con Durable
27-Feb-24,46588.05,3952.3," 4,452 ",Nifty Bank
27-Feb-24,7001.4," 3,017 "," 3,517 ",Nifty PSU Banks
28-Feb-24,909.5, 482 , 982 ,Nifty Realty
28-Feb-24,20340.4," 1,347 "," 1,847 ",Nifty Financial Services
28-Feb-24,20372.35, (416), 84 ,Nifty Auto
28-Feb-24,18942.55," 6,488 "," 6,988 ",Nifty Pharma
28-Feb-24,23019," 1,462 "," 1,962 ",Nifty Private Bank
28-Feb-24,11441.6," 4,089 "," 4,589 ",Nifty Oil & Gas
28-Feb-24,7850.35," 2,147 "," 2,647 ",Nifty Metal
28-Feb-24,2068.75,384, 884 ,Nifty Media
28-Feb-24,37741.75," 10,728 "," 11,228 ",Nifty IT
28-Feb-24,12025.6," 4,141 "," 4,641 ",Nifty Healthcare
28-Feb-24,53824.9," 6,882 "," 7,382 ",Nifty FMCG
28-Feb-24,38748.05," 15,541 "," 16,041 ",Nifty Energy
28-Feb-24,31983.9," 7,425 "," 7,925 ",Nifty Con Durable
28-Feb-24,45963.15,3327.4," 3,827 ",Nifty Bank
28-Feb-24,6840.6," 2,856 "," 3,356 ",Nifty PSU Banks
29-Feb-24,910.55, 483 , 983 ,Nifty Realty
29-Feb-24,20407.9," 1,415 "," 1,915 ",Nifty Financial Services
29-Feb-24,20412.4, 40 , 540 ,Nifty Auto
29-Feb-24,19003.15," 6,549 "," 7,049 ",Nifty Pharma
29-Feb-24,23104.7," 1,547 "," 2,047 ",Nifty Private Bank
29-Feb-24,11457.5," 4,105 "," 4,605 ",Nifty Oil & Gas
29-Feb-24,7921.9," 2,219 "," 2,719 ",Nifty Metal
29-Feb-24,2049.95,366, 866 ,Nifty Media
29-Feb-24,37720.4," 10,707 "," 11,207 ",Nifty IT
29-Feb-24,11950.95," 4,067 "," 4,567 ",Nifty Healthcare
29-Feb-24,54015.6," 7,073 "," 7,573 ",Nifty FMCG
29-Feb-24,38838," 15,631 "," 16,131 ",Nifty Energy
29-Feb-24,32046.9," 7,488 "," 7,988 ",Nifty Con Durable
29-Feb-24,46120.9,3485.15," 3,985 ",Nifty Bank
29-Feb-24,6929.85," 2,946 "," 3,446 ",Nifty PSU Banks
01-Mar-24,917.1, 489 , 989 ,Nifty Realty
01-Mar-24,20842.7," 1,850 "," 2,350 ",Nifty Financial Services
01-Mar-24,20871.95, 460 , 960 ,Nifty Auto
01-Mar-24,18822.3," 6,368 "," 6,868 ",Nifty Pharma
01-Mar-24,23688.85," 2,132 "," 2,632 ",Nifty Private Bank
01-Mar-24,11715.4," 4,363 "," 4,863 ",Nifty Oil & Gas
01-Mar-24,8208.5," 2,505 "," 3,005 ",Nifty Metal
01-Mar-24,2019.9,336, 836 ,Nifty Media
01-Mar-24,37516.05," 10,502 "," 11,002 ",Nifty IT
01-Mar-24,11786.2," 3,902 "," 4,402 ",Nifty Healthcare
01-Mar-24,54225.15," 7,282 "," 7,782 ",Nifty FMCG
01-Mar-24,39707.1," 16,500 "," 17,000 ",Nifty Energy
01-Mar-24,32593.5," 8,035 "," 8,535 ",Nifty Con Durable
01-Mar-24,47286.9,4651.15," 5,151 ",Nifty Bank
01-Mar-24,7080.75," 3,097 "," 3,597 ",Nifty PSU Banks
02-Mar-24,925.95, 498 , 998 ,Nifty Realty
