Date ,Close ,Delta,Delta Base,Tag
25-Jul-23,15765.6, 148 , 648 ,Nifty Auto
25-Jul-23,14383.25," 1,929 "," 2,429 ",Nifty Pharma
25-Jul-23,23472.15," 1,915 "," 2,415 ",Nifty Private Bank
25-Jul-23,8060.25, 708 ," 1,208 ",Nifty Oil & Gas
25-Jul-23,6583.65, 880 ," 1,380 ",Nifty Metal
25-Jul-23,2010.5,326, 826 ,Nifty Media
25-Jul-23,29761.15," 2,748 "," 3,248 ",Nifty IT
25-Jul-23,9278.5," 1,394 "," 1,894 ",Nifty Healthcare
25-Jul-23,52315.95," 5,373 "," 5,873 ",Nifty FMCG
25-Jul-23,26078.75," 2,871 "," 3,371 ",Nifty Energy
25-Jul-23,27212.3," 2,654 "," 3,154 ",Nifty Con Durable
25-Jul-23,45845,3209.25," 3,709 ",Nifty Bank
25-Jul-23,4502.1, 518 ," 1,018 ",Nifty PSU Banks
26-Jul-23,541.35, 113 , 613 ,Nifty Realty
26-Jul-23,20540.8," 1,548 "," 2,048 ",Nifty Financial Services
26-Jul-23,15763.25, (2), 498 ,Nifty Auto
26-Jul-23,14478.35," 2,024 "," 2,524 ",Nifty Pharma
26-Jul-23,23632.7," 2,075 "," 2,575 ",Nifty Private Bank
26-Jul-23,8111.1, 759 ," 1,259 ",Nifty Oil & Gas
26-Jul-23,6604.95, 902 ," 1,402 ",Nifty Metal
26-Jul-23,2029.15,345, 845 ,Nifty Media
26-Jul-23,29800.4," 2,787 "," 3,287 ",Nifty IT
26-Jul-23,9316.3," 1,432 "," 1,932 ",Nifty Healthcare
26-Jul-23,52865.3," 5,922 "," 6,422 ",Nifty FMCG
26-Jul-23,26293.75," 3,086 "," 3,586 ",Nifty Energy
26-Jul-23,27128.3," 2,570 "," 3,070 ",Nifty Con Durable
26-Jul-23,46062.35,3426.6," 3,927 ",Nifty Bank
26-Jul-23,4569.55, 585 ," 1,085 ",Nifty PSU Banks
27-Jul-23,552.85, 125 , 625 ,Nifty Realty
27-Jul-23,20381.1," 1,388 "," 1,888 ",Nifty Financial Services
27-Jul-23,15572, (191), 309 ,Nifty Auto
27-Jul-23,14919.95," 2,466 "," 2,966 ",Nifty Pharma
27-Jul-23,23389.65," 1,832 "," 2,332 ",Nifty Private Bank
27-Jul-23,8032.5, 680 ," 1,180 ",Nifty Oil & Gas
27-Jul-23,6581.55, 878 ," 1,378 ",Nifty Metal
27-Jul-23,2024.6,340, 840 ,Nifty Media
27-Jul-23,29745," 2,731 "," 3,231 ",Nifty IT
27-Jul-23,9562.8," 1,679 "," 2,179 ",Nifty Healthcare
27-Jul-23,52499.9," 5,557 "," 6,057 ",Nifty FMCG
27-Jul-23,26097.7," 2,890 "," 3,390 ",Nifty Energy
27-Jul-23,27034.9," 2,476 "," 2,976 ",Nifty Con Durable
27-Jul-23,45679.3,3043.55," 3,544 ",Nifty Bank
27-Jul-23,4592.2, 608 ," 1,108 ",Nifty PSU Banks
28-Jul-23,562.95, 135 , 635 ,Nifty Realty
28-Jul-23,20298.05," 1,305 "," 1,805 ",Nifty Financial Services
28-Jul-23,15537.9, (34), 466 ,Nifty Auto
28-Jul-23,14962.55," 2,508 "," 3,008 ",Nifty Pharma
28-Jul-23,23312.5," 1,755 "," 2,255 ",Nifty Private Bank
28-Jul-23,8058.2, 706 ," 1,206 ",Nifty Oil & Gas
28-Jul-23,6640.8, 938 ," 1,438 ",Nifty Metal
28-Jul-23,2052.55,368, 868 ,Nifty Media
28-Jul-23,29490.25," 2,477 "," 2,977 ",Nifty IT
28-Jul-23,9603.95," 1,720 "," 2,220 ",Nifty Healthcare
28-Jul-23,52964.05," 6,021 "," 6,521 ",Nifty FMCG
28-Jul-23,26433.7," 3,226 "," 3,726 ",Nifty Energy
28-Jul-23,27151.65," 2,593 "," 3,093 ",Nifty Con Durable
28-Jul-23,45468.1,2832.35," 3,332 ",Nifty Bank
28-Jul-23,4605.85, 622 ," 1,122 ",Nifty PSU Banks
31-Jul-23,566.75, 139 , 639 ,Nifty Realty
31-Jul-23,20342.05," 1,349 "," 1,849 ",Nifty Financial Services
31-Jul-23,15708.05, 170 , 670 ,Nifty Auto
31-Jul-23,14992.15," 2,538 "," 3,038 ",Nifty Pharma
31-Jul-23,23411.1," 1,854 "," 2,354 ",Nifty Private Bank
31-Jul-23,8141.15, 789 ," 1,289 ",Nifty Oil & Gas
31-Jul-23,6758.2," 1,055 "," 1,555 ",Nifty Metal
31-Jul-23,2061.5,377, 877 ,Nifty Media
31-Jul-23,29928.45," 2,915 "," 3,415 ",Nifty IT
31-Jul-23,9563.3," 1,679 "," 2,179 ",Nifty Healthcare
31-Jul-23,52636.85," 5,694 "," 6,194 ",Nifty FMCG
31-Jul-23,26853.65," 3,646 "," 4,146 ",Nifty Energy
31-Jul-23,27408.25," 2,849 "," 3,349 ",Nifty Con Durable
31-Jul-23,45651.1,3015.35," 3,515 ",Nifty Bank
31-Jul-23,4620.55, 636 ," 1,136 ",Nifty PSU Banks
01-Aug-23,556.7, 129 , 629 ,Nifty Realty
01-Aug-23,20327.25," 1,334 "," 1,834 ",Nifty Financial Services
01-Aug-23,15688.7, (19), 481 ,Nifty Auto
01-Aug-23,15001.3," 2,547 "," 3,047 ",Nifty Pharma
01-Aug-23,23415.7," 1,858 "," 2,358 ",Nifty Private Bank
01-Aug-23,8110.35, 758 ," 1,258 ",Nifty Oil & Gas
01-Aug-23,6770.15," 1,067 "," 1,567 ",Nifty Metal
01-Aug-23,2058.7,374, 874 ,Nifty Media
01-Aug-23,30288.65," 3,275 "," 3,775 ",Nifty IT
01-Aug-23,9523.45," 1,639 "," 2,139 ",Nifty Healthcare
01-Aug-23,52501.15," 5,558 "," 6,058 ",Nifty FMCG
01-Aug-23,26783.45," 3,576 "," 4,076 ",Nifty Energy
01-Aug-23,27402.45," 2,844 "," 3,344 ",Nifty Con Durable
01-Aug-23,45592.5,2956.75," 3,457 ",Nifty Bank
01-Aug-23,4596.4, 612 ," 1,112 ",Nifty PSU Banks
02-Aug-23,548.4, 120 , 620 ,Nifty Realty
02-Aug-23,20066.95," 1,074 "," 1,574 ",Nifty Financial Services
02-Aug-23,15428.9, (260), 240 ,Nifty Auto
02-Aug-23,14943.4," 2,489 "," 2,989 ",Nifty Pharma
02-Aug-23,23126.95," 1,570 "," 2,070 ",Nifty Private Bank
02-Aug-23,7998.45, 646 ," 1,146 ",Nifty Oil & Gas
02-Aug-23,6633.45, 930 ," 1,430 ",Nifty Metal
02-Aug-23,2026.45,342, 842 ,Nifty Media
02-Aug-23,30043.6," 3,030 "," 3,530 ",Nifty IT
02-Aug-23,9486.9," 1,603 "," 2,103 ",Nifty Healthcare
02-Aug-23,52368.7," 5,426 "," 5,926 ",Nifty FMCG
02-Aug-23,26352.35," 3,145 "," 3,645 ",Nifty Energy
02-Aug-23,27214.15," 2,655 "," 3,155 ",Nifty Con Durable
02-Aug-23,44995.7,2359.95," 2,860 ",Nifty Bank
02-Aug-23,4476.45, 492 , 992 ,Nifty PSU Banks
03-Aug-23,538.65, 111 , 611 ,Nifty Realty
03-Aug-23,19832.45, 840 ," 1,340 ",Nifty Financial Services
03-Aug-23,15379.8, (49), 451 ,Nifty Auto
03-Aug-23,15099.2," 2,645 "," 3,145 ",Nifty Pharma
03-Aug-23,22894.55," 1,337 "," 1,837 ",Nifty Private Bank
03-Aug-23,7934.7, 582 ," 1,082 ",Nifty Oil & Gas
03-Aug-23,6602.2, 899 ," 1,399 ",Nifty Metal
03-Aug-23,2044.85,361, 861 ,Nifty Media
03-Aug-23,29971.1," 2,957 "," 3,457 ",Nifty IT
03-Aug-23,9551," 1,667 "," 2,167 ",Nifty Healthcare
03-Aug-23,52062.35," 5,119 "," 5,619 ",Nifty FMCG
03-Aug-23,26221.85," 3,014 "," 3,514 ",Nifty Energy
03-Aug-23,27136.5," 2,578 "," 3,078 ",Nifty Con Durable
03-Aug-23,44513.45,1877.7," 2,378 ",Nifty Bank
03-Aug-23,4450.25, 466 , 966 ,Nifty PSU Banks
04-Aug-23,539.15, 111 , 611 ,Nifty Realty
04-Aug-23,19988.55, 996 ," 1,496 ",Nifty Financial Services
04-Aug-23,15328.4, (51), 449 ,Nifty Auto
04-Aug-23,15241," 2,787 "," 3,287 ",Nifty Pharma
04-Aug-23,23180.5," 1,623 "," 2,123 ",Nifty Private Bank
04-Aug-23,7952, 600 ," 1,100 ",Nifty Oil & Gas
04-Aug-23,6622.9, 920 ," 1,420 ",Nifty Metal
04-Aug-23,2047.4,363, 863 ,Nifty Media
04-Aug-23,30436.1," 3,422 "," 3,922 ",Nifty IT
04-Aug-23,9602," 1,718 "," 2,218 ",Nifty Healthcare
04-Aug-23,52050.65," 5,108 "," 5,608 ",Nifty FMCG
04-Aug-23,26252.05," 3,045 "," 3,545 ",Nifty Energy
04-Aug-23,27410.5," 2,852 "," 3,352 ",Nifty Con Durable
04-Aug-23,44879.5,2243.75," 2,744 ",Nifty Bank
04-Aug-23,4419.1, 435 , 935 ,Nifty PSU Banks
07-Aug-23,542.3, 114 , 614 ,Nifty Realty
07-Aug-23,20022.6," 1,030 "," 1,530 ",Nifty Financial Services
07-Aug-23,15390.9, 63 , 563 ,Nifty Auto
07-Aug-23,15479.25," 3,025 "," 3,525 ",Nifty Pharma
07-Aug-23,23201.85," 1,645 "," 2,145 ",Nifty Private Bank
07-Aug-23,7974.7, 622 ," 1,122 ",Nifty Oil & Gas
07-Aug-23,6622.15, 919 ," 1,419 ",Nifty Metal
07-Aug-23,2043.35,359, 859 ,Nifty Media
07-Aug-23,30779.25," 3,766 "," 4,266 ",Nifty IT
07-Aug-23,9794.75," 1,911 "," 2,411 ",Nifty Healthcare
07-Aug-23,52072.5," 5,129 "," 5,629 ",Nifty FMCG
07-Aug-23,26266.3," 3,059 "," 3,559 ",Nifty Energy
07-Aug-23,27499.05," 2,940 "," 3,440 ",Nifty Con Durable
07-Aug-23,44837.5,2201.75," 2,702 ",Nifty Bank
07-Aug-23,4392.8, 409 , 909 ,Nifty PSU Banks
08-Aug-23,541.35, 113 , 613 ,Nifty Realty
08-Aug-23,20087.45," 1,095 "," 1,595 ",Nifty Financial Services
08-Aug-23,15343.65, (47), 453 ,Nifty Auto
08-Aug-23,15578.5," 3,124 "," 3,624 ",Nifty Pharma
08-Aug-23,23246.5," 1,689 "," 2,189 ",Nifty Private Bank
08-Aug-23,7962.75, 610 ," 1,110 ",Nifty Oil & Gas
08-Aug-23,6544.8, 842 ," 1,342 ",Nifty Metal
08-Aug-23,2058.4,374, 874 ,Nifty Media
08-Aug-23,30824.95," 3,811 "," 4,311 ",Nifty IT
08-Aug-23,9781.95," 1,898 "," 2,398 ",Nifty Healthcare
08-Aug-23,51924.4," 4,981 "," 5,481 ",Nifty FMCG
08-Aug-23,26174.65," 2,967 "," 3,467 ",Nifty Energy
08-Aug-23,27642.85," 3,084 "," 3,584 ",Nifty Con Durable
08-Aug-23,44964.45,2328.7," 2,829 ",Nifty Bank
08-Aug-23,4540.8, 557 ," 1,057 ",Nifty PSU Banks
09-Aug-23,534.65, 107 , 607 ,Nifty Realty
09-Aug-23,20044.4," 1,051 "," 1,551 ",Nifty Financial Services
09-Aug-23,15486.2, 143 , 643 ,Nifty Auto
09-Aug-23,15696.85," 3,243 "," 3,743 ",Nifty Pharma
09-Aug-23,23209.1," 1,652 "," 2,152 ",Nifty Private Bank
09-Aug-23,8043.5, 691 ," 1,191 ",Nifty Oil & Gas
09-Aug-23,6677.85, 975 ," 1,475 ",Nifty Metal
09-Aug-23,2101.7,417, 917 ,Nifty Media
09-Aug-23,30940.05," 3,926 "," 4,426 ",Nifty IT
09-Aug-23,9811," 1,927 "," 2,427 ",Nifty Healthcare
09-Aug-23,52206.2," 5,263 "," 5,763 ",Nifty FMCG
09-Aug-23,26328.15," 3,121 "," 3,621 ",Nifty Energy
09-Aug-23,27873.5," 3,315 "," 3,815 ",Nifty Con Durable
09-Aug-23,44880.7,2244.95," 2,745 ",Nifty Bank
09-Aug-23,4536.2, 552 ," 1,052 ",Nifty PSU Banks
10-Aug-23,533.25, 105 , 605 ,Nifty Realty
10-Aug-23,19890.9, 898 ," 1,398 ",Nifty Financial Services
10-Aug-23,15444.8, (41), 459 ,Nifty Auto
10-Aug-23,15580.7," 3,126 "," 3,626 ",Nifty Pharma
10-Aug-23,23059.85," 1,503 "," 2,003 ",Nifty Private Bank
10-Aug-23,8046.55, 694 ," 1,194 ",Nifty Oil & Gas
10-Aug-23,6723.3," 1,020 "," 1,520 ",Nifty Metal
10-Aug-23,2241.05,557," 1,057 ",Nifty Media
10-Aug-23,30867," 3,853 "," 4,353 ",Nifty IT
10-Aug-23,9727.8," 1,844 "," 2,344 ",Nifty Healthcare
10-Aug-23,51728.65," 4,786 "," 5,286 ",Nifty FMCG
10-Aug-23,26418.95," 3,212 "," 3,712 ",Nifty Energy
10-Aug-23,27762.1," 3,203 "," 3,703 ",Nifty Con Durable
10-Aug-23,44541.8,1906.05," 2,406 ",Nifty Bank
10-Aug-23,4499.5, 515 ," 1,015 ",Nifty PSU Banks
11-Aug-23,531.15, 103 , 603 ,Nifty Realty
11-Aug-23,19718.65, 726 ," 1,226 ",Nifty Financial Services
11-Aug-23,15378.1, (67), 433 ,Nifty Auto
11-Aug-23,15355.5," 2,901 "," 3,401 ",Nifty Pharma
11-Aug-23,22830.55," 1,273 "," 1,773 ",Nifty Private Bank
11-Aug-23,8019.25, 667 ," 1,167 ",Nifty Oil & Gas
11-Aug-23,6688.85, 986 ," 1,486 ",Nifty Metal
11-Aug-23,2200.1,516," 1,016 ",Nifty Media
11-Aug-23,30819.15," 3,806 "," 4,306 ",Nifty IT
11-Aug-23,9593.05," 1,709 "," 2,209 ",Nifty Healthcare
11-Aug-23,51351.7," 4,409 "," 4,909 ",Nifty FMCG
11-Aug-23,26367.75," 3,160 "," 3,660 ",Nifty Energy
11-Aug-23,27787.55," 3,229 "," 3,729 ",Nifty Con Durable
11-Aug-23,44199.1,1563.35," 2,063 ",Nifty Bank
11-Aug-23,4555.75, 572 ," 1,072 ",Nifty PSU Banks
14-Aug-23,527.65, 100 , 600 ,Nifty Realty
14-Aug-23,19652.5, 660 ," 1,160 ",Nifty Financial Services
14-Aug-23,15327.45, (51), 449 ,Nifty Auto
14-Aug-23,15305.4," 2,851 "," 3,351 ",Nifty Pharma
14-Aug-23,22819.55," 1,262 "," 1,762 ",Nifty Private Bank
14-Aug-23,8004.35, 652 ," 1,152 ",Nifty Oil & Gas
14-Aug-23,6545.95, 843 ," 1,343 ",Nifty Metal
14-Aug-23,2219.15,535," 1,035 ",Nifty Media
14-Aug-23,31028.9," 4,015 "," 4,515 ",Nifty IT
14-Aug-23,9552.5," 1,668 "," 2,168 ",Nifty Healthcare
14-Aug-23,51604.4," 4,661 "," 5,161 ",Nifty FMCG
14-Aug-23,26375.6," 3,168 "," 3,668 ",Nifty Energy
14-Aug-23,27672.25," 3,113 "," 3,613 ",Nifty Con Durable
14-Aug-23,44090.95,1455.2," 1,955 ",Nifty Bank
14-Aug-23,4523.45, 539 ," 1,039 ",Nifty PSU Banks
16-Aug-23,533.45, 105 , 605 ,Nifty Realty
16-Aug-23,19586.1, 593 ," 1,093 ",Nifty Financial Services
16-Aug-23,15425, 98 , 598 ,Nifty Auto
16-Aug-23,15398.8," 2,944 "," 3,444 ",Nifty Pharma
16-Aug-23,22715.4," 1,158 "," 1,658 ",Nifty Private Bank
16-Aug-23,8023.55, 671 ," 1,171 ",Nifty Oil & Gas
16-Aug-23,6484.1, 781 ," 1,281 ",Nifty Metal
16-Aug-23,2245.8,562," 1,062 ",Nifty Media
16-Aug-23,31212.1," 4,198 "," 4,698 ",Nifty IT
16-Aug-23,9646.3," 1,762 "," 2,262 ",Nifty Healthcare
16-Aug-23,51815.4," 4,872 "," 5,372 ",Nifty FMCG
16-Aug-23,26541.75," 3,334 "," 3,834 ",Nifty Energy
16-Aug-23,27564.6," 3,006 "," 3,506 ",Nifty Con Durable
16-Aug-23,43946.4,1310.65," 1,811 ",Nifty Bank
16-Aug-23,4528.65, 544 ," 1,044 ",Nifty PSU Banks
17-Aug-23,534.1, 106 , 606 ,Nifty Realty
17-Aug-23,19548, 555 ," 1,055 ",Nifty Financial Services
17-Aug-23,15399.25, (26), 474 ,Nifty Auto
17-Aug-23,15358.45," 2,904 "," 3,404 ",Nifty Pharma
17-Aug-23,22671.35," 1,114 "," 1,614 ",Nifty Private Bank
17-Aug-23,7956.95, 605 ," 1,105 ",Nifty Oil & Gas
17-Aug-23,6480.5, 777 ," 1,277 ",Nifty Metal
17-Aug-23,2236.9,553," 1,053 ",Nifty Media
17-Aug-23,31060.2," 4,047 "," 4,547 ",Nifty IT
17-Aug-23,9613.45," 1,729 "," 2,229 ",Nifty Healthcare
17-Aug-23,51353.75," 4,411 "," 4,911 ",Nifty FMCG
17-Aug-23,26266.95," 3,060 "," 3,560 ",Nifty Energy
17-Aug-23,28057.4," 3,499 "," 3,999 ",Nifty Con Durable
17-Aug-23,43891.35,1255.6," 1,756 ",Nifty Bank
17-Aug-23,4593.45, 609 ," 1,109 ",Nifty PSU Banks
18-Aug-23,530.2, 102 , 602 ,Nifty Realty
18-Aug-23,19481.25, 488 , 988 ,Nifty Financial Services
18-Aug-23,15391.75, (8), 493 ,Nifty Auto
18-Aug-23,15271.5," 2,817 "," 3,317 ",Nifty Pharma
18-Aug-23,22624.3," 1,067 "," 1,567 ",Nifty Private Bank
18-Aug-23,7945.1, 593 ," 1,093 ",Nifty Oil & Gas
18-Aug-23,6493.7, 790 ," 1,290 ",Nifty Metal
18-Aug-23,2251.55,567," 1,067 ",Nifty Media
18-Aug-23,30604.05," 3,590 "," 4,090 ",Nifty IT
18-Aug-23,9549.5," 1,665 "," 2,165 ",Nifty Healthcare
18-Aug-23,51464.75," 4,522 "," 5,022 ",Nifty FMCG
18-Aug-23,26302.2," 3,095 "," 3,595 ",Nifty Energy
18-Aug-23,27914.6," 3,356 "," 3,856 ",Nifty Con Durable
18-Aug-23,43851.05,1215.3," 1,715 ",Nifty Bank
18-Aug-23,4603.85, 620 ," 1,120 ",Nifty PSU Banks
21-Aug-23,535.45, 107 , 607 ,Nifty Realty
21-Aug-23,19571.5, 579 ," 1,079 ",Nifty Financial Services
21-Aug-23,15427.6, 36 , 536 ,Nifty Auto
21-Aug-23,15333.35," 2,879 "," 3,379 ",Nifty Pharma
21-Aug-23,22752.1," 1,195 "," 1,695 ",Nifty Private Bank
21-Aug-23,7929.8, 577 ," 1,077 ",Nifty Oil & Gas
21-Aug-23,6578.4, 875 ," 1,375 ",Nifty Metal
21-Aug-23,2245.05,561," 1,061 ",Nifty Media
21-Aug-23,30937.55," 3,924 "," 4,424 ",Nifty IT
21-Aug-23,9620.45," 1,736 "," 2,236 ",Nifty Healthcare
21-Aug-23,51799," 4,856 "," 5,356 ",Nifty FMCG
21-Aug-23,26462.35," 3,255 "," 3,755 ",Nifty Energy
21-Aug-23,28109.2," 3,550 "," 4,050 ",Nifty Con Durable
21-Aug-23,44002,1366.25," 1,866 ",Nifty Bank
21-Aug-23,4574.5, 590 ," 1,090 ",Nifty PSU Banks
22-Aug-23,536.6, 109 , 609 ,Nifty Realty
22-Aug-23,19551.75, 559 ," 1,059 ",Nifty Financial Services
22-Aug-23,15507.9, 80 , 580 ,Nifty Auto
22-Aug-23,15302.6," 2,848 "," 3,348 ",Nifty Pharma
22-Aug-23,22793.5," 1,236 "," 1,736 ",Nifty Private Bank
22-Aug-23,7930.05, 578 ," 1,078 ",Nifty Oil & Gas
22-Aug-23,6634.4, 931 ," 1,431 ",Nifty Metal
22-Aug-23,2258.35,574," 1,074 ",Nifty Media
22-Aug-23,30902.4," 3,889 "," 4,389 ",Nifty IT
22-Aug-23,9618.75," 1,735 "," 2,235 ",Nifty Healthcare
22-Aug-23,52141.65," 5,199 "," 5,699 ",Nifty FMCG
22-Aug-23,26522.1," 3,315 "," 3,815 ",Nifty Energy
22-Aug-23,28303.75," 3,745 "," 4,245 ",Nifty Con Durable
22-Aug-23,43993.25,1357.5," 1,858 ",Nifty Bank
22-Aug-23,4552.25, 568 ," 1,068 ",Nifty PSU Banks
23-Aug-23,538.9, 111 , 611 ,Nifty Realty
23-Aug-23,19731.95, 739 ," 1,239 ",Nifty Financial Services
23-Aug-23,15498.1, (10), 490 ,Nifty Auto
23-Aug-23,15282.5," 2,828 "," 3,328 ",Nifty Pharma
23-Aug-23,23080.8," 1,523 "," 2,023 ",Nifty Private Bank
23-Aug-23,7905.75, 553 ," 1,053 ",Nifty Oil & Gas
23-Aug-23,6625.55, 922 ," 1,422 ",Nifty Metal
23-Aug-23,2273.7,589," 1,089 ",Nifty Media
23-Aug-23,30924.1," 3,910 "," 4,410 ",Nifty IT
23-Aug-23,9621.65," 1,738 "," 2,238 ",Nifty Healthcare
23-Aug-23,51888.3," 4,945 "," 5,445 ",Nifty FMCG
23-Aug-23,26370.2," 3,163 "," 3,663 ",Nifty Energy
23-Aug-23,28454.15," 3,895 "," 4,395 ",Nifty Con Durable
23-Aug-23,44479.05,1843.3," 2,343 ",Nifty Bank
23-Aug-23,4630.45, 646 ," 1,146 ",Nifty PSU Banks
24-Aug-23,540, 112 , 612 ,Nifty Realty
24-Aug-23,19717.85, 725 ," 1,225 ",Nifty Financial Services
24-Aug-23,15459.3, (39), 461 ,Nifty Auto
24-Aug-23,15193.15," 2,739 "," 3,239 ",Nifty Pharma
24-Aug-23,23080.8," 1,523 "," 2,023 ",Nifty Private Bank
24-Aug-23,7861.5, 509 ," 1,009 ",Nifty Oil & Gas
24-Aug-23,6602.85, 900 ," 1,400 ",Nifty Metal
24-Aug-23,2277.85,594," 1,094 ",Nifty Media
24-Aug-23,31112.1," 4,098 "," 4,598 ",Nifty IT
24-Aug-23,9546.25," 1,662 "," 2,162 ",Nifty Healthcare
24-Aug-23,52036.75," 5,094 "," 5,594 ",Nifty FMCG
24-Aug-23,26171.3," 2,964 "," 3,464 ",Nifty Energy
24-Aug-23,28314.15," 3,755 "," 4,255 ",Nifty Con Durable
24-Aug-23,44496.2,1860.45," 2,360 ",Nifty Bank
24-Aug-23,4600.5, 616 ," 1,116 ",Nifty PSU Banks
25-Aug-23,532.95, 105 , 605 ,Nifty Realty
25-Aug-23,19651.55, 659 ," 1,159 ",Nifty Financial Services
25-Aug-23,15363.6, (96), 404 ,Nifty Auto
25-Aug-23,15025.2," 2,571 "," 3,071 ",Nifty Pharma
25-Aug-23,22984.2," 1,427 "," 1,927 ",Nifty Private Bank
25-Aug-23,7838.85, 486 , 986 ,Nifty Oil & Gas
25-Aug-23,6519.35, 816 ," 1,316 ",Nifty Metal
25-Aug-23,2265.85,582," 1,082 ",Nifty Media
25-Aug-23,30914.55," 3,901 "," 4,401 ",Nifty IT
25-Aug-23,9430.25," 1,546 "," 2,046 ",Nifty Healthcare
25-Aug-23,51506.8," 4,564 "," 5,064 ",Nifty FMCG
25-Aug-23,25981.6," 2,774 "," 3,274 ",Nifty Energy
25-Aug-23,28092.05," 3,533 "," 4,033 ",Nifty Con Durable
25-Aug-23,44231.45,1595.7," 2,096 ",Nifty Bank
25-Aug-23,4530.9, 547 ," 1,047 ",Nifty PSU Banks
28-Aug-23,537.95, 110 , 610 ,Nifty Realty
28-Aug-23,19759.65, 767 ," 1,267 ",Nifty Financial Services
28-Aug-23,15475.25, 112 , 612 ,Nifty Auto
28-Aug-23,15161.8," 2,707 "," 3,207 ",Nifty Pharma
28-Aug-23,23125.1," 1,568 "," 2,068 ",Nifty Private Bank
28-Aug-23,7829.5, 477 , 977 ,Nifty Oil & Gas
28-Aug-23,6533.3, 830 ," 1,330 ",Nifty Metal
28-Aug-23,2273.55,589," 1,089 ",Nifty Media
28-Aug-23,30773.6," 3,760 "," 4,260 ",Nifty IT
28-Aug-23,9511," 1,627 "," 2,127 ",Nifty Healthcare
28-Aug-23,51390.8," 4,448 "," 4,948 ",Nifty FMCG
28-Aug-23,26015.8," 2,808 "," 3,308 ",Nifty Energy
28-Aug-23,28154.8," 3,596 "," 4,096 ",Nifty Con Durable
28-Aug-23,44494.65,1858.9," 2,359 ",Nifty Bank
28-Aug-23,4564.9, 581 ," 1,081 ",Nifty PSU Banks
29-Aug-23,547.05, 119 , 619 ,Nifty Realty
29-Aug-23,19799.95, 807 ," 1,307 ",Nifty Financial Services
29-Aug-23,15578.9, 104 , 604 ,Nifty Auto
29-Aug-23,15121.1," 2,667 "," 3,167 ",Nifty Pharma
29-Aug-23,23106.65," 1,549 "," 2,049 ",Nifty Private Bank
29-Aug-23,7836.7, 484 , 984 ,Nifty Oil & Gas
29-Aug-23,6616.7, 913 ," 1,413 ",Nifty Metal
29-Aug-23,2291.1,607," 1,107 ",Nifty Media
29-Aug-23,30866.05," 3,852 "," 4,352 ",Nifty IT
29-Aug-23,9489.4," 1,605 "," 2,105 ",Nifty Healthcare
29-Aug-23,51223.05," 4,280 "," 4,780 ",Nifty FMCG
29-Aug-23,26056.65," 2,849 "," 3,349 ",Nifty Energy
29-Aug-23,28333.25," 3,774 "," 4,274 ",Nifty Con Durable
29-Aug-23,44495.25,1859.5," 2,360 ",Nifty Bank
29-Aug-23,4542.45, 558 ," 1,058 ",Nifty PSU Banks
30-Aug-23,554.8, 127 , 627 ,Nifty Realty
30-Aug-23,19701.35, 708 ," 1,208 ",Nifty Financial Services
30-Aug-23,15678.1, 99 , 599 ,Nifty Auto
30-Aug-23,15125.5," 2,671 "," 3,171 ",Nifty Pharma
30-Aug-23,23012.9," 1,456 "," 1,956 ",Nifty Private Bank
30-Aug-23,7810.3, 458 , 958 ,Nifty Oil & Gas
30-Aug-23,6677.8, 975 ," 1,475 ",Nifty Metal
30-Aug-23,2302.25,618," 1,118 ",Nifty Media
30-Aug-23,31103.9," 4,090 "," 4,590 ",Nifty IT
30-Aug-23,9508.05," 1,624 "," 2,124 ",Nifty Healthcare
30-Aug-23,51513.55," 4,571 "," 5,071 ",Nifty FMCG
30-Aug-23,25959.05," 2,752 "," 3,252 ",Nifty Energy
30-Aug-23,28466.75," 3,908 "," 4,408 ",Nifty Con Durable
30-Aug-23,44232.6,1596.85," 2,097 ",Nifty Bank
30-Aug-23,4527.45, 543 ," 1,043 ",Nifty PSU Banks
31-Aug-23,558.4, 130 , 630 ,Nifty Realty
31-Aug-23,19597.65, 605 ," 1,105 ",Nifty Financial Services
31-Aug-23,15670.25, (8), 492 ,Nifty Auto
31-Aug-23,15095.9," 2,642 "," 3,142 ",Nifty Pharma
31-Aug-23,22921.85," 1,365 "," 1,865 ",Nifty Private Bank
31-Aug-23,7729.05, 377 , 877 ,Nifty Oil & Gas
31-Aug-23,6659.35, 956 ," 1,456 ",Nifty Metal
31-Aug-23,2293.1,609," 1,109 ",Nifty Media
31-Aug-23,31164.9," 4,151 "," 4,651 ",Nifty IT
31-Aug-23,9478.65," 1,595 "," 2,095 ",Nifty Healthcare
31-Aug-23,51092.65," 4,150 "," 4,650 ",Nifty FMCG
31-Aug-23,25722.95," 2,516 "," 3,016 ",Nifty Energy
31-Aug-23,28701.9," 4,143 "," 4,643 ",Nifty Con Durable
31-Aug-23,43989.15,1353.4," 1,853 ",Nifty Bank
31-Aug-23,4467.2, 483 , 983 ,Nifty PSU Banks
01-Sep-23,563.65, 136 , 636 ,Nifty Realty
01-Sep-23,19764.35, 771 ," 1,271 ",Nifty Financial Services
01-Sep-23,15928.3, 258 , 758 ,Nifty Auto
01-Sep-23,15011.8," 2,557 "," 3,057 ",Nifty Pharma
01-Sep-23,23142.2," 1,585 "," 2,085 ",Nifty Private Bank
01-Sep-23,7849.35, 497 , 997 ,Nifty Oil & Gas
01-Sep-23,6851," 1,148 "," 1,648 ",Nifty Metal
